path,kind,owner,status,purpose,allowed_workflows,allowed_stage_patterns
scripts/validate_volume_range_breakout_v2_high_position_improvement_audit.py,python,research_backtest,active,research/backtest volume_range_breakout v2 research-only high-position improvement audit validator,.github/workflows/research_backtest_pipeline.yml,
scripts/build_mature_model_row_level_metric_contract_audit.py,python,daily_production,active,mature daily operation model row-level add-score and combo metric contract audit builder,.github/workflows/daily_full_pipeline.yml;.github/workflows/daily_model_maintenance_pr_validation.yml,
scripts/validate_mature_model_row_level_metric_contract_audit.py,python,daily_production,active,mature daily operation model row-level add-score and combo metric contract validator,.github/workflows/daily_full_pipeline.yml;.github/workflows/daily_model_maintenance_pr_validation.yml,
tests/test_mature_model_row_level_metric_contract_audit.py,test_python,daily_production,active,mature daily operation model row-level metric contract regression test,,
scripts/build_volume_range_breakout_v2_candidate_bucket_contract.py,python,research_backtest,active,research/backtest volume_range_breakout v2 research-only candidate bucket contract builder,.github/workflows/research_backtest_pipeline.yml,
scripts/validate_volume_range_breakout_v2_candidate_bucket_contract.py,python,research_backtest,active,research/backtest volume_range_breakout v2 research-only candidate bucket contract validator,.github/workflows/research_backtest_pipeline.yml,
scripts/build_w_bottom_research_overlap_guardrails.py,python,research_backtest,active,research/backtest W-bottom research overlap guardrail builder,.github/workflows/research_backtest_pipeline.yml,
scripts/validate_w_bottom_research_overlap_guardrails.py,python,research_backtest,active,research/backtest W-bottom research overlap guardrail validator,.github/workflows/research_backtest_pipeline.yml,
scripts/build_price_pullback_23ema_research.py,python,research_backtest,active,model-owned 23EMA research producer,.github/workflows/research_backtest_pipeline.yml,
scripts/build_revenue_unreacted_range_research.py,python,research_backtest,active,model-owned revenue_unreacted_range research producer,.github/workflows/research_backtest_pipeline.yml,
scripts/build_volume_range_breakout_v2_research.py,python,research_backtest,active,model-owned volume_range_breakout_v2 research producer,.github/workflows/research_backtest_pipeline.yml,
scripts/formal_model_evidence.py,python,research_backtest,active,formal model evidence artifact version and canonical hash resolver,,
scripts/model_research_artifact_guard.py,python,repo_infrastructure,active,model research artifact ownership and mature-model sentinel guard,,
scripts/model_research_shared_utility.py,python,repo_infrastructure,active,cross-model semantic utility hash and migration contract,,
scripts/revenue_unreacted_range_extreme_return_path_audit.py,python,research_backtest,active,revenue extreme return raw price path audit module,.github/workflows/research_backtest_pipeline.yml,
scripts/revenue_unreacted_range_lag_strength_matrix.py,python,research_backtest,active,revenue trading-day lag strength acceleration and persistence matrix module,.github/workflows/research_backtest_pipeline.yml,
scripts/validate_formal_model_evidence_pins.py,python,research_backtest,active,formal model evidence version and hash pin validator,.github/workflows/research_backtest_pipeline.yml,
scripts/validate_model_research_artifact_ownership.py,python,repo_infrastructure,active,model research artifact ownership and protected sentinel validator,.github/workflows/research_backtest_pipeline.yml,
scripts/validate_model_research_shared_utilities.py,python,repo_infrastructure,active,cross-model shared utility migration validator,.github/workflows/daily_model_maintenance_pr_validation.yml;.github/workflows/research_backtest_pipeline.yml,
scripts/validate_model_research_workflow_isolation.py,python,repo_infrastructure,active,model-owned research workflow input producer and stage isolation validator,.github/workflows/daily_full_pipeline.yml;.github/workflows/daily_model_maintenance_pr_validation.yml;.github/workflows/research_backtest_pipeline.yml,
scripts/validate_revenue_unreacted_range_extreme_return_path_audit.py,python,research_backtest,active,revenue extreme return raw price path audit validator,.github/workflows/research_backtest_pipeline.yml,
scripts/validate_revenue_unreacted_range_lag_strength_matrix.py,python,research_backtest,active,revenue trading-day lag and strength matrix validator,.github/workflows/research_backtest_pipeline.yml,
tests/test_formal_model_evidence_pins.py,test_python,research_backtest,active,formal model evidence pin regression test,,
tests/test_model_research_artifact_ownership.py,test_python,repo_infrastructure,active,model research artifact ownership regression test,,
tests/test_model_research_shared_utilities.py,test_python,repo_infrastructure,active,cross-model shared utility migration regression test,,
tests/test_model_research_workflow_isolation.py,test_python,repo_infrastructure,active,model-owned research workflow isolation regression test,,
tests/test_revenue_unreacted_range_extreme_return_path_audit.py,test_python,research_backtest,active,revenue extreme return path regression test,,
tests/test_revenue_unreacted_range_lag_strength_matrix.py,test_python,research_backtest,active,revenue lag strength matrix regression test,,
scripts/build_model_data_independence_audit.py,python,repo_infrastructure,active,Build the formal daily model and data independence audit artifacts,,
scripts/model_data_independence.py,python,repo_infrastructure,active,AST ownership data sharing and validator independence contract core,,
scripts/validate_model_data_independence.py,python,repo_infrastructure,active,Fail-closed daily model and data independence validator,.github/workflows/daily_model_maintenance_pr_validation.yml,
tests/test_model_data_independence.py,test_python,repo_infrastructure,active,Regression coverage for model and data independence contracts,,
scripts/validate_revenue_unreacted_range_financial_statement_fail_closed.py,python,repo_infrastructure,active,Independent reachable-AST and evidence-boundary guard that keeps financial-statement inputs fail closed for revenue_unreacted_range,.github/workflows/daily_full_pipeline.yml;.github/workflows/daily_model_maintenance_pr_validation.yml;.github/workflows/warrant_flow.yml;.github/workflows/weekly_theme_review.yml,
scripts/validate_daily_event_catalyst_formal_sync_scope.py,python,repo_infrastructure,active,Fail-closed event-catalyst formal sync scope and staged-path validator that permits only revenue_unreacted_range row drift,.github/workflows/weekly_theme_review.yml,
tests/test_daily_event_catalyst_formal_sync_scope.py,test_python,repo_infrastructure,active,Regression coverage for event-catalyst formal sync allowed-model scope,,
scripts/validate_daily_warrant_formal_sync_scope.py,python,repo_infrastructure,active,Fail-closed warrant formal sync scope validator that protects candidate non-warrant content formal membership and warrant-independent model semantics,.github/workflows/warrant_flow.yml,
tests/test_daily_warrant_formal_sync_scope.py,test_python,repo_infrastructure,active,Regression coverage for warrant formal sync scope projection and workflow contract,,
tests/test_merge_warrant_flow_into_candidates.py,test_python,warrant,active,Regression coverage for warrant merge schema preservation and idempotency,,
tests/test_revenue_unreacted_range_financial_statement_fail_closed.py,test_python,repo_infrastructure,active,Mutation and repository regression coverage for the revenue financial-statement fail-closed contract,,
scripts/revenue_unreacted_range_launch_timing_feature_audit.py,python,research_backtest,active,revenue launch timing right-censor no-fallback feature contrast and price comparability audit module,.github/workflows/research_backtest_pipeline.yml,
scripts/revenue_unreacted_range_source_first_condition_audit.py,python,research_backtest,active,revenue source-first condition threshold known-success and first-breakout audit module,.github/workflows/research_backtest_pipeline.yml,
scripts/revenue_unreacted_range_source_snapshot_projection.py,python,research_backtest,active,revenue 20260713 raw-first source snapshot projection manifest and detail module for forward rearmed lag and low-mid research consumers,.github/workflows/research_backtest_pipeline.yml,
scripts/validate_revenue_unreacted_range_source_snapshot_projection.py,python,research_backtest,active,independent revenue 20260713 source snapshot projection lineage and formal-use validator used by registered downstream consumers,.github/workflows/daily_model_maintenance_pr_validation.yml;.github/workflows/research_backtest_pipeline.yml,
tests/test_revenue_unreacted_range_source_snapshot_projection.py,test_python,research_backtest,active,revenue source snapshot cutoff lineage binding history and future-append regression tests,,
scripts/revenue_unreacted_range_source_snapshot_projection_v1_v2_diff.py,python,research_backtest,active,research-only immutable v1 versus corrected v2 source episode successor and absence diff module,.github/workflows/research_backtest_pipeline.yml,
scripts/validate_revenue_unreacted_range_source_snapshot_projection_v1_v2_diff.py,python,research_backtest,active,independent research-only v1 versus v2 source episode supersession lineage validator,.github/workflows/research_backtest_pipeline.yml,
tests/test_revenue_unreacted_range_source_snapshot_projection_v1_v2_diff.py,test_python,research_backtest,active,revenue v1 versus v2 source episode relation hash and mirror regression tests,,
scripts/revenue_unreacted_range_source_snapshot_projection_v1_v2_operation_diff.py,python,research_backtest,active,future fail-closed exact-eight corrected-chain operation successor or approved absence module,,
scripts/validate_revenue_unreacted_range_source_snapshot_projection_v1_v2_operation_diff.py,python,research_backtest,active,independent future corrected-chain operation replay lineage and machine-facts validator,,
tests/test_revenue_unreacted_range_source_snapshot_projection_v1_v2_operation_diff.py,test_python,research_backtest,active,exact-eight operation diff input binding raw mutation and final-relation regression tests,,
scripts/validate_revenue_unreacted_range_launch_timing_feature_audit.py,python,research_backtest,active,revenue launch timing feature and price comparability validator,.github/workflows/research_backtest_pipeline.yml,
scripts/validate_revenue_unreacted_range_source_first_condition_audit.py,python,research_backtest,active,revenue source-first condition lifecycle anomaly and known-success validator,.github/workflows/daily_model_maintenance_pr_validation.yml;.github/workflows/research_backtest_pipeline.yml,
tests/test_revenue_unreacted_range_launch_timing_feature_audit.py,test_python,research_backtest,active,revenue launch timing and 3593 capital-reduction regression tests,,
tests/test_revenue_unreacted_range_source_first_condition_audit.py,test_python,research_backtest,active,revenue source-first condition known-success non-overlap and confirmation-gap regression tests,,
scripts/revenue_unreacted_range_forward_confirmation_feature_audit.py,python,research_backtest,active,revenue 20260713 source-snapshot-projection-bound forward first-match confirmation and complete source success-failure feature audit module,.github/workflows/research_backtest_pipeline.yml,
scripts/validate_revenue_unreacted_range_forward_confirmation_feature_audit.py,python,research_backtest,active,revenue forward confirmation projection binding lifecycle timing anomaly known-case and artifact-size validator,.github/workflows/daily_model_maintenance_pr_validation.yml;.github/workflows/research_backtest_pipeline.yml,
tests/test_revenue_unreacted_range_forward_confirmation_feature_audit.py,test_python,research_backtest,active,revenue forward confirmation no-hindsight timing normalization and known-case regression tests,,
scripts/revenue_unreacted_range_rearmed_operation_grid.py,python,research_backtest,active,revenue close-confirmed rearmed lifecycle operation grid module,.github/workflows/research_backtest_pipeline.yml,
scripts/validate_revenue_unreacted_range_rearmed_operation_grid.py,python,research_backtest,active,revenue rearmed lifecycle timing non-overlap anomaly known-case and artifact-size validator,.github/workflows/daily_model_maintenance_pr_validation.yml;.github/workflows/research_backtest_pipeline.yml,
tests/test_revenue_unreacted_range_rearmed_operation_grid.py,test_python,research_backtest,active,revenue rearmed lifecycle timing stop non-overlap known-case and anomaly review regression tests,,
scripts/revenue_unreacted_range_operation_lag_bucket_audit.py,python,research_backtest,active,revenue adopted-grid as-of-trigger operation lag bucket audit module,.github/workflows/research_backtest_pipeline.yml,
scripts/validate_revenue_unreacted_range_operation_lag_bucket_audit.py,python,research_backtest,active,revenue operation lag bucket time-travel partition non-overlap and metric validator,.github/workflows/daily_model_maintenance_pr_validation.yml;.github/workflows/research_backtest_pipeline.yml,
tests/test_revenue_unreacted_range_operation_lag_bucket_audit.py,test_python,research_backtest,active,revenue operation lag bucket as-of lineage partition and future-update regression tests,,
scripts/revenue_unreacted_range_position_shape_transition_matrix.py,python,research_backtest,active,revenue adopted-grid three-anchor adjusted position and model-owned shape transition matrix module,.github/workflows/research_backtest_pipeline.yml,
scripts/validate_revenue_unreacted_range_position_shape_transition_matrix.py,python,research_backtest,active,independent revenue three-anchor baseline lineage chronology matrix conservation and formal-use validator,.github/workflows/daily_model_maintenance_pr_validation.yml;.github/workflows/research_backtest_pipeline.yml,
tests/test_revenue_unreacted_range_position_shape_transition_matrix.py,test_python,research_backtest,active,revenue three-anchor adjusted position shape chronology anomaly-union and ownership regression tests,,
scripts/revenue_unreacted_range_low_mid_falling_candidate_audit.py,python,research_backtest,active,revenue trigger-as-of low and mid position falling candidate audit module,.github/workflows/research_backtest_pipeline.yml,
scripts/validate_revenue_unreacted_range_low_mid_falling_candidate_audit.py,python,research_backtest,active,independent revenue low and mid falling candidate lineage timing non-overlap metric and formal-use validator,.github/workflows/daily_model_maintenance_pr_validation.yml;.github/workflows/research_backtest_pipeline.yml,
scripts/validate_revenue_unreacted_range_promotion_preparation.py,python,research_backtest,active,independent frozen revenue source-mid promotion preparation contract metric anomaly worklist and false-formal-flags validator,.github/workflows/daily_model_maintenance_pr_validation.yml;.github/workflows/research_backtest_pipeline.yml,
tests/test_validate_revenue_unreacted_range_promotion_preparation.py,test_python,research_backtest,active,revenue promotion preparation exact contract and fail-closed mutation regressions,,
tests/test_revenue_unreacted_range_low_mid_falling_candidate_audit.py,test_python,research_backtest,active,revenue low and mid falling candidate producer regression tests,,
tests/test_validate_revenue_unreacted_range_low_mid_falling_candidate_audit.py,test_python,research_backtest,active,independent revenue low and mid falling artifact validator regression tests,,
scripts/revenue_unreacted_range_monthly_revenue_cross_market_resolution.py,python,research_backtest,active,model-owned fail-closed monthly revenue cross-market mirror canonicalization helper,.github/workflows/research_backtest_pipeline.yml,
scripts/revenue_unreacted_range_research_frame.py,python,research_backtest,active,model-owned revenue research frame monthly history canonicalization adapter,.github/workflows/research_backtest_pipeline.yml,
scripts/validate_revenue_unreacted_range_monthly_revenue_cross_market_resolution.py,python,research_backtest,active,independent monthly revenue mirror blob row and 5236 cross-market lineage validator,.github/workflows/daily_model_maintenance_pr_validation.yml;.github/workflows/research_backtest_pipeline.yml,
tests/test_revenue_unreacted_range_monthly_revenue_cross_market_resolution.py,test_python,research_backtest,active,monthly revenue cross-market canonicalization and research-frame adapter regression tests,,
tests/test_validate_revenue_unreacted_range_monthly_revenue_cross_market_resolution.py,test_python,research_backtest,active,independent monthly revenue mirror and registered lineage validator regression tests,,
scripts/build_financial_statement_pit.py,python,daily_production,active,independent shared-objective financial-statement PIT snapshot builder,,
scripts/validate_financial_statement_pit.py,python,daily_production,active,independent financial-statement PIT source revision coverage and formal-use validator,.github/workflows/daily_model_maintenance_pr_validation.yml,
tests/test_financial_statement_pit.py,test_python,daily_production,active,financial-statement PIT source schema revision anomaly isolation and validator regression tests,,
scripts/build_financial_statement_historical_pit_source_audit.py,python,daily_production,active,historical financial-statement PIT source contract audit builder with protected mature-model sentinel hashes,.github/workflows/daily_model_maintenance_pr_validation.yml,
scripts/validate_financial_statement_historical_pit_source_audit.py,python,daily_production,active,fail-closed historical financial-statement PIT source scope taxonomy availability revision and pilot validator,.github/workflows/daily_model_maintenance_pr_validation.yml,
tests/test_financial_statement_historical_pit_source_audit.py,test_python,daily_production,active,historical financial-statement source audit pilot fail-closed workflow and mature-model sentinel regression tests,,
scripts/build_volume_v2_warrant_lineage_history_audit.py,python,daily_production,active,immutable paired historical volume-v2 warrant score and rank lineage audit builder,.github/workflows/daily_full_pipeline.yml;.github/workflows/daily_model_maintenance_pr_validation.yml;.github/workflows/warrant_flow.yml,
scripts/validate_daily_canonical_field_lineage.py,python,repo_infrastructure,active,fail-closed all-current canonical field consumer exclusion and dispatcher collision lineage validator,.github/workflows/daily_full_pipeline.yml;.github/workflows/daily_model_maintenance_pr_validation.yml;.github/workflows/warrant_flow.yml,
scripts/validate_volume_v2_warrant_lineage_history_audit.py,python,daily_production,active,fail-closed paired historical volume-v2 warrant score and rank lineage validator,.github/workflows/daily_full_pipeline.yml;.github/workflows/daily_model_maintenance_pr_validation.yml;.github/workflows/warrant_flow.yml,
tests/test_daily_canonical_field_lineage.py,test_python,repo_infrastructure,active,canonical field current-node consumer exclusion warrant score rank and dispatcher collision fail-closed regression tests,,
tests/test_all_candidates_source_identity.py,test_python,daily_production,active,all_candidates immutable source identity and duplicate source-category lineage regression tests,,
tests/test_volume_v2_warrant_lineage_history_audit.py,test_python,daily_production,active,immutable paired historical volume-v2 warrant score and rank audit regression tests,,
tests/test_tdcc_weekly_data_readiness.py,test_python,tdcc_weekly,active,TDCC target-week official-date readiness and stale-snapshot rejection regression tests,,
tests/test_tdcc_weekly_history_continuity.py,test_python,tdcc_weekly,active,TDCC official-period gap repair ordering and derived-field continuity regression tests,,
tests/test_tdcc_weekly_pr_validation_workflow.py,test_python,tdcc_weekly,active,TDCC weekly continuity pull request workflow read-only and command coverage tests,,
tests/test_research_tdcc_dataset_consumer.py,test_python,research_backtest,active,research canonical TDCC full-history hash and gap semantics regression tests,,
tests/test_research_tdcc_workflow_contract.py,test_python,research_backtest,active,research workflow canonical TDCC contract command coverage tests,,
tests/test_validate_research_tdcc_dataset_consumers.py,test_python,research_backtest,active,research TDCC secondary-source and artifact-lineage validator regression tests,,
scripts/archive_daily_official_report_bundles.py,python,daily_production,active,fail-closed validate copy and manifest-exact verified-transfer command for older official daily report bundles,,
scripts/validate_daily_official_report_archive_contract.py,python,daily_production,active,daily official report external archive contract and automation-boundary validator,,
tests/test_daily_official_report_archive.py,test_python,daily_production,active,daily official report archive retention parity collision pre-delete digest exact cleanup index and idempotency regressions,,
scripts/daily_snapshot_revision_utils.py,python,repo_infrastructure,active,low-level append-only daily snapshot revision selector with canonical payload path and hash validation,,
tests/test_daily_snapshot_revision_utils.py,test_python,repo_infrastructure,active,daily snapshot revision selector relocation chain canonical duplicate and path escape regressions,,
scripts/stage_daily_published_snapshot_revisions.py,python,daily_production,active,fail-closed exact manifest-resolved daily snapshot revision staging helper,.github/workflows/daily_full_pipeline.yml;.github/workflows/warrant_flow.yml;.github/workflows/weekly_theme_review.yml,
tests/test_stage_daily_published_snapshot_revisions.py,test_python,daily_production,active,exact registered snapshot staging and unregistered lookalike rejection regressions,,
scripts/revenue_unreacted_range_forward_holdout.py,python,research_backtest,active,revenue low and mid falling pre-registered append-only forward holdout producer module,.github/workflows/research_backtest_pipeline.yml,
scripts/validate_revenue_unreacted_range_forward_holdout.py,python,research_backtest,active,independent revenue forward holdout rule maturity non-overlap anomaly lineage and formal-use validator,.github/workflows/research_backtest_pipeline.yml,
tests/test_revenue_unreacted_range_forward_holdout.py,test_python,research_backtest,active,revenue forward holdout producer bridge right-censor append-only and no-drift regressions,,
tests/test_validate_revenue_unreacted_range_forward_holdout.py,test_python,research_backtest,active,independent revenue forward holdout artifact validator mutation regressions,,
